uid	table	category	src_noisy	src_clean	ref_en	noise_span	noise_gold_en	noise_std	source_meta
A-MIX-050	A	MIX	一寒出生前4h	一寒出生前4小时	4 hours before Yihan was born.	4h	4 hours	4小时	CSM
A-MIX-051	A	MIX	GRWM*🦹🏻‍♀️🏳️‍⚧️毛绒穿出街👊🏻	准备出门*🦹🏻‍♀️🏳️‍⚧️毛绒穿出街👊🏻	GRWM* 🦹🏻‍♀️🏳️‍⚧️ Wearing fluffy clothes out 👊🏻	GRWM	GRWM ‖ get ready with me	准备出门	CSM
A-MIX-052	A	MIX	轻松熊ascii art⊹ ࣪𓍢ִ໋⋆🍰ೀ⋆	轻松熊字符画⊹ ࣪𓍢ִ໋⋆🍰ೀ⋆	Rilakkuma ASCII art ⊹ ࣪𓍢ִ໋⋆🍰ೀ⋆	ascii art	ASCII art	字符画	CSM
A-MIX-053	A	MIX	福冈Citywalk | 博多一日游指南🎀购物分享	福冈城市漫步 | 博多一日游指南🎀购物分享	Fukuoka city walk | One-day guide to Hakata 🎀 Shopping haul.	Citywalk	city walk ‖ urban stroll	城市漫步	CSM
A-MIX-054	A	MIX	75折买lulu真的不用找代购！	75折买Lululemon真的不用找代购！	You really don’t need a personal shopper to get 25% off Lululemon!	lulu	Lululemon	Lululemon	CSM
A-MIX-055	A	MIX	街边拍照姿势✨get韩女氛围	街边拍照姿势✨营造韩系女生氛围	Learn these street photo poses ✨ and get that Korean-girl vibe.	get韩女氛围	get that Korean-girl vibe	营造韩系女生氛围	CSM
A-MIX-056	A	MIX	想看看大家的iwatch表盘！	想看看大家的Apple Watch表盘！	I want to see everyone’s Apple Watch faces!	iwatch	Apple Watch	Apple Watch	CSM
A-MIX-057	A	MIX	PS索尼高达GM混合体（非我的作品）	Photoshop索尼高达GM混合体（非我的作品）	Photoshop mashup of Sony and Gundam GM (not my work).	PS	PS ‖ Photoshop	Photoshop	CSM
A-MIX-061	A	MIX	本人也是INFJ，很难很难和别人相处到内心深处 目前相处最舒服是INTJ 但是缺了一点情感的共鸣	本人也是提倡者型人格，很难很难和别人相处到内心深处 目前相处最舒服是INTJ 但是缺了一点情感的共鸣	I’m an INFJ too, and it’s extremely hard for me to connect deeply with people. I’m most comfortable with INTJs so far, but there’s still a little emotional resonance missing.	INFJ	INFJ	提倡者型人格	CSM
A-MIX-062	A	MIX	cursh微叫seven，怎么取名🤔	暗恋对象的微信名叫Seven，怎么取名🤔	My crush’s WeChat name is Seven—what nickname should I use? 🤔	cursh微叫seven	my crush's WeChat name is Seven	暗恋对象的微信名叫Seven	CSM
A-MIX-064	A	MIX	当艾莎来到冰雪世界，应该是女王回到主场了吧 AIGC概念设计©️布谷咕咕咕BUGU 想看看大家的冰雪美图	当艾莎来到冰雪世界，应该是女王回到主场了吧 AI生成概念设计©️布谷咕咕咕BUGU 想看看大家的冰雪美图	When Elsa enters a world of ice and snow, it’s basically the queen returning to her home turf, right? AI-generated concept design ©️ BUGU. Show me your beautiful winter pictures.	AIGC	AIGC ‖ AI-generated content	AI生成	CSM
A-MIX-065	A	MIX	把你的英语作业发给我。我会帮助你。#tiktokrefuge[话题]# #englishhomework[话题]#	把你的英语作业发给我。我会帮助你。#TikTok难民[话题]# #englishhomework[话题]#	Send me your English homework. I’ll help you. #TikTokRefugee #EnglishHomework	tiktokrefuge	TikTok refugee	TikTok难民	CSM
A-MIX-071	A	MIX	弘大4️⃣家宝藏低价Airbnb合集！人均100r+！！	弘大4️⃣家宝藏低价民宿合集！人均100r+！！	Four hidden-gem budget Airbnbs in Hongdae! Just over ¥100 per person!!	Airbnb	Airbnb	民宿	CSM
A-MIX-072	A	MIX	这还不看！？日网最新24年度番剧TOP15!	这还不看！？日网最新24年度番剧前15!	How can you not watch this?! Japan’s latest Top 15 anime of 2024!	TOP	TOP	前	CSM
A-MIX-073	A	MIX	黄皮淡颜低饱和蜜桃口红分享soft peach✨🍑	黄皮淡颜低饱和蜜桃口红分享：柔和蜜桃色✨🍑	Low-saturation soft peach lipstick picks for warm/yellow skin and delicate features ✨🍑	分享soft peach	soft peach	分享：柔和蜜桃色	CSM
A-MIX-075	A	MIX	宝宝脸颊肉回来啦 状态也挺好哒 活泼的小女孩终于回来啦 可爱！live怼脸get！	宝宝脸颊肉回来啦 状态也挺好哒 活泼的小女孩终于回来啦 可爱！实况照片近距离拍摄成功！	Baby’s chubby cheeks are back, and she looks great too. Our lively little girl is finally back—so cute! Live close-up achieved!	live怼脸get	live close-up achieved	实况照片近距离拍摄成功	CSM
