uid	table	category	src_noisy	src_clean	ref_en	noise_span	noise_gold_en	noise_std	source_meta
B-MIX-028	B	MIX	王虹这波citywalk直接从北大走到菲尔兹奖	王虹这波城市漫步直接从北大走到菲尔兹奖	Wang Hong's citywalk took her all the way from Peking University to the Fields Medal	citywalk	citywalk ‖ city stroll	城市漫步	weibo 2026-07-24
B-MIX-029	B	MIX	在上海街头随性citywalk	在上海街头随性城市漫步	casual city walk on Shanghai streets	citywalk	city walk	城市漫步	weibo 2026-07-23
B-MIX-030	B	MIX	中国女排这vibe太强了，3比2逆转太燃	中国女排这氛围太强了，3比2逆转太燃	China women's volleyball's vibe is so strong, the 3-2 comeback is so inspiring	vibe	vibe ‖ atmosphere	氛围	weibo 2026-07-24
B-MIX-031	B	MIX	这番属于ACGN圈的经典之作了	这番属于动漫游文圈的经典之作了	this anime is a classic in the ACGN circle	ACGN	ACGN	动漫游文	tieba 2026-07-23
B-MIX-032	B	MIX	50亿离婚案这drama程度堪比韩剧	50亿离婚案这戏剧性程度堪比韩剧	The drama level of the 5 billion divorce case rivals a Korean drama	drama	drama level ‖ dramatic level	戏剧性	weibo 2026-07-24
B-MIX-033	B	MIX	今日OOTD分享	今日穿搭分享	today's OOTD drop	OOTD	OOTD	穿搭	weibo 2026-07-23
B-MIX-034	B	MIX	赛里木湖这波操作太low了，景区管理丢人	赛里木湖这波操作太低级了，景区管理丢人	Sarim Lake's move this time is too low-class, scenic area management is embarrassing	low	low-class ‖ low ‖ cheap	低级	weibo 2026-07-24
B-MIX-035	B	MIX	OMG这也太好看了	我的天这也太好看了	OMG this looks so good	OMG	OMG	我的天	weibo 2026-07-23
B-MIX-036	B	MIX	腾讯这波泄密事件直接social death了	腾讯这波泄密事件直接社会性死亡了	Tencent's leak incident this time resulted in total social suicide	social death	social suicide ‖ got cancelled	社会性死亡	weibo 2026-07-24
B-MIX-037	B	MIX	这游戏全DLC都买了，花了好几百	这游戏全可下载内容都买了，花了好几百	bought all the DLC spent several hundred	DLC	DLC	可下载内容	tieba 2026-07-23
B-MIX-038	B	MIX	显卡涨价涨成这样，简直是price离谱	显卡涨价涨成这样，简直是价格离谱	GPU prices going up this much, the price is just outrageous	price	the price is just outrageous ‖ price is outrageous	价格	weibo 2026-07-24
B-MIX-039	B	MIX	这个GMV变高了	这个商品交易总额变高了	this GMV went up	GMV	GMV	商品交易总额	weibo 2026-07-23
B-MIX-040	B	MIX	过度分享这件事真的太trigger了，边界感很重要	过度分享这件事真的太触发了，边界感很重要	Oversharing is really triggering. Boundaries matter.	trigger	triggering ‖ triggering me	触发	weibo 2026-07-24
B-MIX-041	B	MIX	这个meme太火了	这个梗太火了	this meme is too fire lol	meme	meme	梗	bilibili 2026-07-23
B-MIX-042	B	MIX	陈哲远在密逃里的reaction太搞笑了	陈哲远在密逃里的反应太搞笑了	Chen Zheyuan's reaction in the escape room show is too funny	reaction	reaction ‖ response	反应	weibo 2026-07-24
B-MIX-043	B	MIX	用来换做成AGI的概率	用来换做成通用人工智能的概率	probability of achieving AGI	AGI	AGI	通用人工智能	weibo 2026-07-23
B-MIX-044	B	MIX	50亿离婚案这个level太高了，普通人理解不了	50亿离婚案这个级别太高了，普通人理解不了	The level of the 5 billion divorce case is too high, ordinary people can't understand	level	level ‖ tier	级别	weibo 2026-07-24
B-MIX-045	B	MIX	cosplay得很好，很像	角色扮演得很好，很像	cosplay done right looks so similar	cosplay	Cosplay	角色扮演	bilibili 2026-07-23
B-MIX-046	B	MIX	这个app一到发售就崩	这个应用一到发售就崩	this app crashes every launch	app	app	应用	weibo 2026-07-23
B-MIX-047	B	MIX	这个角色太OP了	这个角色太强了	this character is way too overpowered	OP	overpowered	强	bilibili 2026-07-23
B-MIX-048	B	MIX	lpl历史上有像清算48同样力度的清算吗？	LPL历史上有像清算48同样力度的清算吗？	has there ever been a reckoning as hard as '48' in LPL history?	lpl	LPL	LPL	douyin 2026-07-23
B-MIX-049	B	MIX	加个buff，变得更强	加个增益，变得更强	add a power-up get stronger ez	buff	power-up	增益	bilibili 2026-07-23
B-MIX-050	B	MIX	这个logo设计得好	这个品牌标识设计得好	this logo is well designed	logo	logo	品牌标识	weibo 2026-07-23
B-MIX-051	B	MIX	被nerf了，变弱了	被削弱了，变弱了	got nerfed got weaker smh	nerf	nerfed	削弱	bilibili 2026-07-23
B-MIX-052	B	MIX	我刚才去打apex了	我刚才去打Apex了	just went to play Apex	apex	Apex Legends	Apex	douyin 2026-07-23
B-MIX-053	B	MIX	GDP十强省份变了	国内生产总值十强省份变了	GDP top 10 provinces changed	GDP	GDP	国内生产总值	weibo 2026-07-23
B-MIX-054	B	MIX	GG了，完了	完了，完了	It's game over, we're done for.	GG	game over	完	bilibili 2026-07-23
B-MIX-055	B	MIX	就是在cp里吃瓜	就是在搭档组合里吃瓜	just watching the drama in the ship	cp	ship	搭档组合	douyin 2026-07-23
B-MIX-056	B	MIX	图样森破，你太天真了	Too young too simple，你太天真了	too young too simple you're too naive	图样森破	Too young too simple	Too young too simple	tieba 2026-07-23
B-MIX-057	B	MIX	这个AI太厉害了	这个人工智能太厉害了	this AI is way too OP fr	AI	AI	人工智能	weibo 2026-07-23
B-MIX-058	B	MIX	carry全场，带飞	带飞全场，带飞	carrying the whole squad what a carry	carry	Carry	带飞	bilibili 2026-07-23
B-MIX-059	B	MIX	她学的是泰语又不是IT	她学的是泰语又不是信息技术	she studies Thai not IT	IT	IT	信息技术	douyin 2026-07-23
B-MIX-060	B	MIX	VIP通道真快	贵宾通道真快	VIP lane is so fast	VIP	VIP	贵宾	weibo 2026-07-23
B-MIX-061	B	MIX	solo一下，单挑	单挑一下，单挑	solo it 1v1 me bro	solo	Solo	单挑	bilibili 2026-07-23
B-MIX-062	B	MIX	这个PK谁赢了	这个对决谁赢了	who won this duel	PK	duel	对决	weibo 2026-07-23
B-MIX-063	B	MIX	因凡蒂诺和FIFA演都不演了，这是纯把梅西世界杯金球奖给抢劫了	因凡蒂诺和国际足联演都不演了，这是纯把梅西世界杯金球奖给抢劫了	Infantino and FIFA aren't even hiding it anymore straight up robbed Messi of the World Cup Golden Ball	FIFA	FIFA	国际足联	douyin 2026-07-23
B-MIX-064	B	MIX	做个SPA放松一下	做个水疗放松一下	getting a spa to relax	SPA	spa	水疗	weibo 2026-07-23
B-MIX-065	B	MIX	这个DJ太嗨了	这个唱片骑师太嗨了	this DJ is too lit	DJ	DJ	唱片骑师	weibo 2026-07-23
B-MIX-066	B	MIX	Rush E 朗朗PK街头钢琴家	Rush E 朗朗对决街头钢琴家	Rush E Lang Lang versus street pianist	PK	versus	对决	douyin 2026-07-23
B-MIX-067	B	MIX	这动漫OP太好听了，循环播放	这动漫片头曲太好听了，循环播放	this anime opening slaps on loop	OP	opening	片头曲	tieba 2026-07-23
B-MIX-068	B	MIX	买个iPad记笔记	买个平板电脑记笔记	getting an iPad for notes	iPad	iPad	平板电脑	weibo 2026-07-23
B-MIX-069	B	MIX	抖音的bgm怎么突然变得那么难听了到处都是想问问你敢不敢还有那天我经过一片花园	抖音的背景音乐怎么突然变得那么难听了到处都是想问问你敢不敢还有那天我经过一片花园	why has Douyin's background music gotten so bad everywhere it's either 'I Want to Ask If You Dare' or 'That Day I Passed a Garden'	bgm	background music	背景音乐	douyin 2026-07-23
B-MIX-070	B	MIX	这个PPT做得好	这个演示文稿做得好	this PowerPoint is well made	PPT	powerpoint presentation	演示文稿	weibo 2026-07-23
B-MIX-071	B	MIX	法法这期ooc了吧	法法这期脱离扮演角色了吧	Fafa was so out of character this episode bruh	ooc	out of character	脱离扮演角色	douyin 2026-07-23
B-MIX-072	B	MIX	3.5h通关	3.5小时通关	beat the game in 3.5 hours	h	hours	小时	douyin 2026-07-23
B-MIX-073	B	MIX	这个ins风好看	这个网红风好看	this Instagram aesthetic looks good	ins	Instagram	网红	weibo 2026-07-23
B-MIX-074	B	MIX	我的文化水平belike	我的文化水平就像这样	my education level be like lmao	belike	be like	就像这样	douyin 2026-07-23
B-MIX-075	B	MIX	来杯matcha	来杯抹茶	a cup of matcha	matcha	matcha	抹茶	weibo 2026-07-23
B-MIX-076	B	MIX	店员花一秒钟get到你的意思了	店员花一秒钟理解到你的意思了	the clerk took one second to get your meaning	get	get	理解	douyin 2026-07-23
B-MIX-077	B	MIX	这个vlog拍得好	这个视频博客拍得好	this vlog is well shot	vlog	vlog	视频博客	weibo 2026-07-23
B-MIX-078	B	MIX	学习上problem不能发作	学习上问题不能发作	can't let the issue flare up during studying	problem	issue	问题	douyin 2026-07-23
B-MIX-079	B	MIX	好久没有笑的这么开心了，必须收藏起来emo了再看	好久没有笑的这么开心了，必须收藏起来抑郁了再看	haven't laughed this hard in ages saving it to watch when I'm feeling down fr	emo	feeling down	抑郁	douyin 2026-07-23
B-MIX-080	B	MIX	cult导演后悔道剧组没有你	邪典导演后悔道剧组没有你	cult director regrets not having you on set	cult	cult	邪典	douyin 2026-07-23
B-MIX-081	B	MIX	从技术舞美上讲是挺牛，但从意识上讲buff快叠满了	从技术舞美上讲是挺牛，但从意识上讲增益快叠满了	technically the stage design is pretty sick but ideologically the power-ups are almost fully stacked	buff	power-ups	增益	xhs 2026-07-23
B-MIX-082	B	MIX	上了初中就开始恶化了，甚至游戏也会拖一会儿再启动，作业拖到ddl就算是期末周也学不进去	上了初中就开始恶化了，甚至游戏也会拖一会儿再启动，作业拖到截止日期就算是期末周也学不进去	middle school hit different even games I delay homework till deadline even in finals week can't focus smh	ddl	deadline	截止日期	xhs 2026-07-23
B-MIX-083	B	MIX	ddl就在眼前了还在摆烂	截止日期就在眼前了还在摆烂	deadline is right there and you're still slacking	ddl	deadline	截止日期	xhs 2026-07-23
B-MIX-084	B	MIX	asmr助眠真的有用吗	自发性知觉经络反应助眠真的有用吗	does ASMR for sleep actually work	asmr	ASMR	自发性知觉经络反应	xhs 2026-07-23
B-MIX-085	B	MIX	超mean老奶一般是英语老师	超刻薄老奶一般是英语老师	Super mean old ladies are usually English teachers	mean	mean ‖ harsh ‖ nasty	刻薄	bilibili 2026-07-24
B-MIX-086	B	MIX	绝对音感的正确用法belike	绝对音感的正确用法是这样	The correct usage of absolute pitch be like	belike	be like	是这样	bilibili BV13YNd6dEb9 2026-07-24
B-HOM-096	B	HOM	孩好像真的很困了，但是一直被麻麻薅过来薅过去配合拍视频	孩好像真的很困了，但是一直被妈妈薅过来薅过去配合拍视频	the kid really seems sleepy, but keeps getting dragged back and forth by mom to pose for the video	麻麻	mom ‖ mommy	妈妈	bilibili BV12y3K6oEYY comment 2026-07-27
B-HOM-097	B	HOM	哈哈哈哈哈，不好意思哈哈哈哈哈没崩住	哈哈哈哈哈，不好意思哈哈哈哈哈没绷住	hahaha, sorry hahaha I couldn't hold it together	没崩住	couldn't hold it together ‖ couldn't keep a straight face	没绷住	bilibili BV1Ajgi6eEMv comment 2026-07-27
B-HOM-098	B	HOM	淦，忘记原版了，有谁能补一下？	干，忘记原版了，有谁能补一下？	damn, I forgot the original, can anyone fill it in?	淦	damn ‖ dang	干	bilibili BV18J3u66EMY comment 2026-07-27
B-HOM-099	B	HOM	你们要是给我炮儿玩似了我看什么啊	你们要是给我炮儿玩死了我看什么啊	if you guys play my Pao'er to death, what am I supposed to watch?	似了	to death ‖ dead	死了	bilibili BV1t63M6KEyP comment 2026-07-27
B-PYA-087	B	PYA	快别TM说了，抓紧睡半个钟头，不然去早餐店要迟到了	快别他妈说了，抓紧睡半个钟头，不然去早餐店要迟到了	stop freaking talking and grab half an hour of sleep, or you'll be late for the breakfast shop	TM	freaking ‖ damn	他妈	bilibili BV1t63M6KEyP comment 2026-07-27
B-NEO-087	B	NEO	某种意义上来看他也是个神人	某种意义上来看他也是个行为离谱的人	in a certain sense he's also an absolute character	神人	an absolute character ‖ a total weirdo	行为离谱的人	bilibili BV1TE3j6sEKY comment 2026-07-27
B-NEO-088	B	NEO	我都不知道出新图了，作业自己跑我脸上了	我都不知道出新图了，攻略自己跑我脸上了	I didn't even know a new stage was out, and the guide just ran right into my face	作业	guide ‖ walkthrough	攻略	bilibili BV18Rg96hE36 comment 2026-07-27
B-NEO-089	B	NEO	无论从哪个层面来看，都是吊炸了	无论从哪个层面来看，都是厉害极了	no matter how you look at it, it's insanely awesome	吊炸了	insanely awesome ‖ badass	厉害极了	bilibili BV1psgh6XEGV comment 2026-07-27
B-NEO-090	B	NEO	应该是的，不然怎么会气到把国粹给说出来了	应该是的，不然怎么会气到把脏话给说出来了	must be, otherwise how would he get so angry that the swear words came out	国粹	swear words ‖ profanity	脏话	bilibili BV1dz356wEgr comment 2026-07-27
B-NEO-091	B	NEO	说个冷知识，来俊臣的父亲名叫来操，是个挺生草的名字	说个冷知识，来俊臣的父亲名叫来操，是个挺搞笑的名字	fun fact: Lai Junchen's father was named Lai Cao, which is a pretty hilarious name	生草	hilarious ‖ laugh-out-loud	搞笑	bilibili BV1w1gX6UEdB comment 2026-07-27
B-NEO-092	B	NEO	他不是好了，而是知道自己要凉了	他不是好了，而是知道自己要完蛋了	he's not better, he just knows he's done for	凉了	done for ‖ finished	完蛋了	bilibili BV1gc3J6eEco comment 2026-07-27
B-NEO-093	B	NEO	置顶评论官方链接是淘宝就知道成分了	置顶评论官方链接是淘宝就知道背景了	the pinned official link is Taobao, that alone tells you what they're really about	成分	what they're really about ‖ their true colors	背景	bilibili BV1Rt3K6qEKV comment 2026-07-27
B-NEO-094	B	NEO	逆天。。我现在开车老走错路	离谱。。我现在开车老走错路	wild… I keep taking wrong turns when driving now	逆天	wild ‖ outrageous	离谱	bilibili BV1rF336wEvu comment 2026-07-27
B-MIX-087	B	MIX	发现没火的作者belike	发现没火的作者就是这样	discovering an underrated creator be like	belike	be like	就是这样	bilibili BV1vJKU6LESe comment 2026-07-27
B-MIX-088	B	MIX	第一次尝试做这么长的动画 感觉k帧速度有所提升绝宝二周年快乐!	第一次尝试做这么长的动画 感觉打关键帧速度有所提升绝宝二周年快乐!	first time making such a long animation, my keyframing speed has improved — happy 2nd anniversary Juebao!	k帧	keyframing ‖ keyframes	打关键帧	bilibili BV1Ep3M6SEiC comment 2026-07-27
B-MIX-089	B	MIX	或许它真的是福利最好的fps	或许它真的是福利最好的第一人称射击游戏	maybe it really is the FPS with the best freebies	fps	FPS ‖ first-person shooter	第一人称射击游戏	bilibili BV1Hy336wEuv comment 2026-07-27
B-MIX-090	B	MIX	杨博文四代唯一C位队长	杨博文四代唯一中心位队长	Yang Bowen, Gen 4's only center-position captain	C位	center position ‖ the center spot	中心位	bilibili BV1QR3E6qEAF comment 2026-07-27
B-HOM-100	B	NEO	明显，队友大概率寄了，和上司有关，但扳机似乎记忆出现问题，咬死队友还活着，变相保护了上司，所以被上司放了	明显，队友大概率死了，和上司有关，但扳机似乎记忆出现问题，咬死队友还活着，变相保护了上司，所以被上司放了	clearly the teammate is most likely dead and the boss is involved, but Trigger's memory seems broken — she insists the teammate is alive, which indirectly shielded the boss, so the boss let her go	寄了	dead ‖ done for	死了	bilibili BV1jEZpYGEFT comment 2026-07-27
B-HOM-101	B	HOM	怪兽：我已经破坏掉了你所有能获取光的办法，看你还怎么变身 迪迦：你钱包的钱还有多少？ 怪兽：全花光了 迪迦：恰！	怪兽：我已经破坏掉了你所有能获取光的办法，看你还怎么变身 迪迦：你钱包的钱还有多少？ 怪兽：全花光了 迪迦：吃！	Monster: I've destroyed every way you could gather light, let's see you transform now. Tiga: How much money is left in your wallet? Monster: All spent. Tiga: Nom!	恰	eat ‖ nom	吃	bilibili BV1q2ZtYtExy comment 2026-07-27
B-HOM-102	B	HOM	人定不了天，一切的一切还是按照历史轨迹走，我记得是三段历史走向，猪脚心累了	人定不了天，一切的一切还是按照历史轨迹走，我记得是三段历史走向，主角心累了	man can't defy heaven, everything still follows the track of history — I remember there were three historical branches, and the protagonist is exhausted	猪脚	protagonist ‖ main character	主角	bilibili BV1mSZkYQEGf comment 2026-07-27
B-HOM-103	B	HOM	笑成猪头最好笑是因为！！！我本来就觉得很好笑哈哈哈，看到这个蚌不住了！！！	笑成猪头最好笑是因为！！！我本来就觉得很好笑哈哈哈，看到这个绷不住了！！！	the pig-head laugh is the funniest because!!! I already found it hilarious hahaha, and seeing this I just lost it!!!	蚌不住了	lost it ‖ couldn't hold it together	绷不住了	bilibili BV1ArZnYUE9a danmu 2026-07-27
B-HOM-104	B	HOM	真旅行青蛙！  去哪了 会给麻麻带明信片回来  真好	真旅行青蛙！  去哪了 会给妈妈带明信片回来  真好	a real Travel Frog! wherever it goes, it brings postcards back for mom — so sweet	麻麻	mom ‖ mommy	妈妈	bilibili BV12tZEYSEeU danmu 2026-07-27
B-HOM-105	B	HOM	兄dei，这么好的猪 你舍得一次性吃完吗（于谦声）	兄弟，这么好的猪 你舍得一次性吃完吗（于谦声）	bro, such a fine pig — could you really bear to eat it all in one go? (in Yu Qian's voice)	兄dei	bro ‖ brother	兄弟	bilibili BV1GyZYYNErW danmu 2026-07-27
B-HOM-106	B	NEO	这高达味怎么这么重啊，真的是百合拯救了萝卜？	这高达味怎么这么重啊，真的是百合拯救了机器人？	why does this feel so much like Gundam — did yuri really save the mecha genre?	萝卜	mecha ‖ robots	机器人	bilibili BV1U7ZxYzEkC danmu 2026-07-27
B-HOM-107	B	HOM	淦，为什么要让我凌晨刷到，睡不着觉了()	干，为什么要让我凌晨刷到，睡不着觉了()	damn, why did I have to scroll onto this in the middle of the night, now I can't sleep ()	淦	damn ‖ dang	干	bilibili BV1RdZEY8E8T danmu 2026-07-27
B-HOM-108	B	HOM	免责声明，此为系统自动播放，与我无瓜	免责声明，此为系统自动播放，与我无关	disclaimer: this was autoplayed by the system, nothing to do with me	无瓜	nothing to do with me ‖ none of my business	无关	bilibili BV1tZZWYeERt danmu 2026-07-27
B-HOM-109	B	HOM	又第一了 带领兄弟萌再冲一次～～～～	又第一了 带领兄弟们再冲一次～～～～	number one again — leading the bros for one more charge~~~~	兄弟萌	bros ‖ brothers	兄弟们	bilibili BV1tZZWYeERt danmu 2026-07-27
B-HOM-110	B	HOM	预计会火，火钳刘明	预计会火，火前留名	this is going to blow up, leaving my name here before it does	火钳刘明	leaving my name before it goes viral	火前留名	bilibili BV1vDZtYRE6d danmu 2026-07-27
B-HOM-111	B	HOM	扳机歪了，前来还怨	扳机歪了，前来还愿	my pull for Trigger went off-banner — here to repay my vow	还怨	repay a vow ‖ fulfill a votive promise	还愿	bilibili BV1jEZpYGEFT danmu 2026-07-27
B-HOM-112	B	HOM	梅森：这我可太熟辣！	梅森：这我可太熟啦！	Mason: now this I know all too well!	熟辣	know it well ‖ very familiar	熟啦	bilibili BV1jEZpYGEFT danmu 2026-07-27
B-HOM-114	B	HOM	我不行了我笑得要噶了	我不行了我笑得要挂了	I can't take it, I'm about to die laughing	噶了	die ‖ kick the bucket	挂了	bilibili BV1ArZnYUE9a danmu 2026-07-27
B-HOM-115	B	HOM	活到老学到老,似了也要学习	活到老学到老,死了也要学习	live and learn — keep studying even when you're dead	似了	dead ‖ died	死了	bilibili BV1B8ZJYTEPg danmu 2026-07-27
B-HOM-116	B	HOM	太好辣，是拐杖星人，我们没救了	太好啦，是拐杖星人，我们没救了	oh great, it's the crutch alien, we're doomed	太好辣	oh great ‖ wonderful	太好啦	bilibili BV1q2ZtYtExy danmu 2026-07-27
B-HOM-117	B	HOM	老八胃大，无需多盐	老八胃大，无需多言	Laoba has a big stomach — no more words needed	无需多盐	no more words needed ‖ enough said	无需多言	bilibili BV1dEfKYcENK danmu 2026-07-27
B-HOM-118	B	HOM	雾草这幕太美了	卧槽这幕太美了	holy crap this scene is gorgeous	雾草	holy crap ‖ damn	卧槽	bilibili BV1U7ZxYzEkC danmu 2026-07-27
B-HOM-119	B	NEO	欧内该，我什么都愿意做	拜托了，我什么都愿意做	please, I'll do anything	欧内该	please ‖ I beg you	拜托了	bilibili BV1wyZnY2E1R danmu 2026-07-27
B-HOM-120	B	HOM	果然混元是个妹纸	果然混元是个妹子	so Hunyuan really is a girl after all	妹纸	girl ‖ young woman	妹子	bilibili BV1RdZEY8E8T danmu 2026-07-27
B-HOM-121	B	HOM	年轻人不讲武德！耗子尾汁	年轻人不讲武德！好自为之	young people have no martial virtue! you'd better behave yourselves	耗子尾汁	behave yourself ‖ watch yourself	好自为之	bilibili BV1MXZJYpEuN danmu 2026-07-27
B-HOM-122	B	HOM	官方踏马自黑，这下别人黑不了了	官方他妈自黑，这下别人黑不了了	the officials are freaking roasting themselves, now nobody else can roast them	踏马	freaking ‖ damn	他妈	bilibili BV1MXZJYpEuN danmu 2026-07-27
B-HOM-123	B	HOM	这俩老男人的沙雕人生	这俩老男人的傻屌人生	the goofball life of these two old guys	沙雕	goofy ‖ ridiculous	傻屌	bilibili BV1MXZJYpEuN danmu 2026-07-27
B-HOM-124	B	HOM	被天使蚊过的嗓子	被天使吻过的嗓子	a voice kissed by an angel	蚊过	kissed	吻过	bilibili BV1KRZhYSE98 danmu 2026-07-27
B-HOM-125	B	HOM	上一个视频就是不讲内个	上一个视频就是不讲那个	the last video just wouldn't talk about that	内个	that ‖ that thing	那个	bilibili BV1vDZtYRE6d danmu 2026-07-27
B-HOM-127	B	HOM	可以四了这游戏	可以死了这游戏	this game can just die already	四了	die ‖ be done	死了	bilibili BV1MXZJYpEuN danmu 2026-07-27
B-HOM-128	B	HOM	全体欣赏阴乐	全体欣赏音乐	everyone, enjoy the music	阴乐	music ‖ eerie music	音乐	bilibili BV1JjZsYHEHE danmu 2026-07-27
B-HOM-129	B	HOM	锁呐区甲亢哥	唢呐区甲亢哥	suona-section Speed	锁呐	suona ‖ Chinese horn	唢呐	bilibili BV1RdZEY8E8T danmu 2026-07-27
B-HOM-130	B	HOM	哎你怎么似了	哎你怎么死了	hey, how come you died	似了	died ‖ dead	死了	bilibili BV1JjZsYHEHE comment 2026-07-27
B-HOM-131	B	HOM	密码的，很久没笑得这么无语了	妈的，很久没笑得这么无语了	damn, it's been ages since I laughed this speechlessly	密码的	damn ‖ dammit	妈的	bilibili BV1JjZsYHEHE danmu 2026-07-27
B-PYA-088	B	PYA	不是，我TM哪来的教材，你在逗我呢	不是，我他妈哪来的教材，你在逗我呢	wait, where the hell would I get a textbook, are you kidding me	TM	the hell ‖ freaking	他妈	bilibili BV1B8ZJYTEPg danmu 2026-07-27
B-PYA-089	B	PYA	md，这军方也这么乱，难怪市民们这么乐观，哈哈	妈的，这军方也这么乱，难怪市民们这么乐观，哈哈	damn, even the military is this chaotic, no wonder the citizens are so optimistic, haha	md	damn	妈的	bilibili BV1jEZpYGEFT danmu 2026-07-27
B-PYA-090	B	PYA	wc我想要高斯裤子的链接，真的好帅	卧槽我想要高斯裤子的链接，真的好帅	whoa I want the link to Gauss's pants, they look so cool	wc	whoa ‖ holy crap	卧槽	bilibili BV1H5Z4YhEsn danmu 2026-07-27
B-PYA-091	B	PYA	WC，这都能被发现啊	卧槽，这都能被发现啊	whoa, even this got noticed	WC	whoa ‖ holy crap	卧槽	bilibili BV1dEfKYcENK danmu 2026-07-27
B-PYA-092	B	PYA	woc太萌了	卧槽太萌了	omg so cute	woc	omg ‖ holy crap	卧槽	bilibili BV11UZ7YjE2f danmu 2026-07-27
B-PYA-093	B	PYA	dbq小啵有点像触电了	对不起小啵有点像触电了	sorry but Xiaobo kind of looks electrocuted	dbq	sorry	对不起	bilibili BV12tZEYSEeU danmu 2026-07-27
B-PYA-094	B	PYA	无线能源是基于无线水的原理吗？(bushi)	无线能源是基于无线水的原理吗？(不是)	is wireless energy based on the principle of wireless water? (jk)	bushi	just kidding ‖ not really	不是	bilibili BV1GyZYYNErW danmu 2026-07-27
B-PYA-095	B	PYA	光明，赐予我力量（bushi）	光明，赐予我力量（不是）	light, grant me power (jk)	bushi	just kidding	不是	bilibili BV1dEfKYcENK danmu 2026-07-27
B-PYA-096	B	PYA	这么说我才发现字幕不是视频自带的hhhh	这么说我才发现字幕不是视频自带的哈哈哈哈	now that you mention it, I just realized the subtitles aren't part of the video hahaha	hhhh	hahaha	哈哈哈哈	bilibili BV1RdZEY8E8T danmu 2026-07-27
B-PYA-097	B	PYA	完了疑似吉米被吓疯了hh	完了疑似吉米被吓疯了哈哈	uh oh, Jimmy seems scared out of his mind haha	hh	haha	哈哈	bilibili BV1h6ZbYHETM danmu 2026-07-27
B-PYA-098	B	PYA	看清楚材质吧，pdd很多都是聚酯纤维，你问客服没几个敢说是纯棉的	看清楚材质吧，拼多多很多都是聚酯纤维，你问客服没几个敢说是纯棉的	check the fabric carefully — a lot of stuff on Pinduoduo is polyester, and few customer-service reps dare claim it's pure cotton	pdd	Pinduoduo	拼多多	bilibili BV1H5Z4YhEsn danmu 2026-07-27
B-PYA-099	B	PYA	27W收藏4W点赞服了不提醒还不知道........	27万收藏4万点赞服了不提醒还不知道........	270k saves and 40k likes, unbelievable — I wouldn't even have known without the reminder……	27W‖4W	270 thousand‖40 thousand	27万‖4万	bilibili BV1DDZHYhE59 danmu 2026-07-27
B-PYA-100	B	PYA	20w收藏3w点赞	20万收藏3万点赞	200k saves, 30k likes	20w‖3w	200 thousand‖30 thousand	20万‖3万	bilibili BV1DDZHYhE59 danmu 2026-07-27
B-PYA-101	B	PYA	啊？60w围攻45w的城，对方还以骑兵为主？？！	啊？60万围攻45万的城，对方还以骑兵为主？？！	what? 600k besieging a city of 450k, and the enemy is mostly cavalry??!	60w‖45w	600 thousand‖450 thousand	60万‖45万	bilibili BV1mSZkYQEGf danmu 2026-07-27
B-PYA-102	B	PYA	“义人，就是ta，欺负我。”	“义人，就是他，欺负我。”	"Righteous one, it was them — they bullied me."	ta	him ‖ her ‖ them	他	bilibili BV1UbZ8YmEP8 danmu 2026-07-27
B-PYA-103	B	PYA	好装好假好ex	好装好假好恶心	so pretentious, so fake, so gross	ex	gross ‖ disgusting	恶心	bilibili BV1pdZ4YYETs danmu 2026-07-27
B-PYA-104	B	PYA	死yxh滚远点	死营销号滚远点	damn clickbait accounts, get lost	yxh	clickbait accounts ‖ marketing accounts	营销号	bilibili BV1eCZHYKE5u danmu 2026-07-27
B-PYA-106	B	PYA	牛啊，我怎么幻听出歌词了(bushi)	牛啊，我怎么幻听出歌词了(不是)	impressive — why am I hallucinating lyrics out of this (jk)	bushi	just kidding	不是	bilibili BV1RdZEY8E8T danmu 2026-07-27
B-PYA-107	B	PYA	心灵感应原版就是致敬火花hhh	心灵感应原版就是致敬火花哈哈哈	the original Telepathy really is a homage to Spark hahaha	hhh	hahaha	哈哈哈	bilibili BV1U7ZxYzEkC danmu 2026-07-27
B-PYA-108	B	PYA	woc瞬间高清修补版	卧槽瞬间高清修补版	whoa, instantly the HD restored version	woc	whoa	卧槽	bilibili BV1dEfKYcENK danmu 2026-07-27
B-NEO-096	B	NEO	泪目，我一直不知道自己想做什么，感觉选择的大都错了，已经索性不想选择了...糟糕啊...	眼泛泪光，我一直不知道自己想做什么，感觉选择的大都错了，已经索性不想选择了...糟糕啊...	tearing up — I've never known what I want to do, feels like most of my choices were wrong, and now I've simply stopped choosing… this is bad…	泪目	tearing up	眼泛泪光	bilibili BV1uBZsYTE8L danmu 2026-07-27
B-NEO-097	B	NEO	10后，上一次看是三年前了，但是也泪目了	10后，上一次看是三年前了，但是也落泪了	born after 2010 — last watched this three years ago, but it still made me tear up	泪目	teared up	落泪	bilibili BV1nwZEYqE2B danmu 2026-07-27
B-NEO-098	B	NEO	虽然整个乐队前期像拼好队一样，但是结局随着独角兽的回归写的还是不错的	虽然整个乐队前期像拼凑起来的队伍一样，但是结局随着独角兽的回归写的还是不错的	even though the band felt like a thrown-together group-buy squad early on, the ending with the unicorn's return was written pretty well	拼好队	thrown-together squad ‖ bargain-bundle team	拼凑起来的队伍	bilibili BV1U7ZxYzEkC danmu 2026-07-27
